"tgl","temp.mei","rh.mei","temp.vai","rh.vai"
2020-11-02 11:56:05,26.9,84.89,27.02,91.94
2020-11-02 11:56:40,24.77,84.59,27.03,94.92
2020-11-02 11:57:16,26.87,84.94,27.05,91.98
2020-11-02 11:57:51,26.52,86.29,29.49,94.48
2020-11-02 11:58:26,26.58,84.66,30.11,93.85
2020-11-02 11:59:01,25.98,84.84,27.17,93.94
2020-11-02 11:59:36,26.03,85.43,27.15,95.41
2020-11-02 12:00:11,27.03,84.45,28.07,91.54
2020-11-02 12:00:46,26.57,84.7,28.3,95.74
2020-11-02 12:01:21,26.57,84.8,27.62,91.89
2020-11-02 12:01:57,25.26,84.56,27.05,91.66
2020-11-02 12:02:32,24.91,86.43,28.91,93.1
2020-11-02 12:03:07,25.96,84.47,29.73,94.22
2020-11-02 12:03:42,25.66,86.22,27.06,92.94
2020-11-02 12:04:17,25.46,84.84,27.18,91.91
2020-11-02 12:04:52,26.33,86.78,28.76,94.2
2020-11-02 12:05:27,25.22,86.64,29.24,95.37
2020-11-02 12:06:03,25.6,85.45,29.97,93.92
2020-11-02 12:06:38,26.72,85.73,29.57,94.22
2020-11-02 12:07:13,26.66,85.59,28.74,92.47
2020-11-02 12:07:48,26.1,85.4,28.83,92.33
2020-11-02 12:08:23,26.75,85.29,28.49,95.6
2020-11-02 12:08:58,26.9,84.68,28.12,95.74
2020-11-02 12:09:33,26.16,86.03,27.02,92.8
2020-11-02 12:10:09,24.72,85.59,30.45,92.45
2020-11-02 12:10:44,26.23,86.03,27.36,95.74
2020-11-02 12:11:19,24.66,85.15,30.6,95.34
2020-11-02 12:11:54,25.99,84.59,30.42,94.92
2020-11-02 12:12:29,24.87,84.68,27.2,91.77
2020-11-02 12:13:04,26.58,84.49,27.73,91.59
2020-11-02 12:13:39,25.94,84.47,27.34,95.72
2020-11-02 12:14:14,25.35,86.5,29.84,93.17
2020-11-02 12:14:50,25.95,84.91,30.62,91.94
2020-11-02 12:15:25,26.63,84.45,27.11,94.34
2020-11-02 12:16:00,26.34,86.17,29.78,94.18
2020-11-02 12:16:35,25.41,86.31,27.07,93.01
2020-11-02 12:17:10,24.74,84.84,29.33,91.89
2020-11-02 12:17:45,25.3,86.52,30.07,93.2
2020-11-02 12:18:20,25.56,85.57,27.14,92.45
2020-11-02 12:18:56,26.17,85.61,27.46,95.79
2020-11-02 12:19:31,25.35,86.52,28.23,95.58
2020-11-02 12:20:06,25.5,84.8,27.57,95.62
2020-11-02 12:20:41,25.54,85.43,28.84,94.92
2020-11-02 12:21:16,25.03,86.73,29.87,93.41
2020-11-02 12:21:51,26.33,84.56,27.84,91.66
2020-11-02 12:22:26,25.23,86.69,30.22,93.36
2020-11-02 12:23:01,24.78,86.66,29.78,93.34
2020-11-02 12:23:37,25.39,84.52,30.21,94.55
2020-11-02 12:24:12,25.56,85.66,27.04,92.52
2020-11-02 12:24:47,26.04,84.91,30.73,91.94
2020-11-02 12:25:22,24.64,85.24,28.6,95.79
2020-11-02 12:25:57,26.1,85.61,28.76,95.55
2020-11-02 12:26:32,24.94,86.83,30.57,94.88
2020-11-02 12:27:07,24.87,84.96,28.89,91.98
2020-11-02 12:27:43,26.03,85.57,28.18,95.53
2020-11-02 12:28:18,24.77,84.66,27.02,91.75
2020-11-02 12:28:53,25.56,85.47,27.37,95.62
2020-11-02 12:29:28,25.58,85.57,28.89,93.66
2020-11-02 12:30:03,24.76,84.75,30.7,91.82
2020-11-02 12:30:38,26.75,85.29,30.5,92.24
2020-11-02 12:31:13,25.67,85.94,27.47,95.55
2020-11-02 12:31:48,24.9,86.78,28.77,93.45
2020-11-02 12:32:24,26.36,84.68,30.13,94.25
2020-11-02 12:32:59,26.59,85.94,27.18,92.73
2020-11-02 12:33:34,25.53,85.52,30.39,92.4
2020-11-02 12:34:09,24.75,84.8,29.89,93.66
2020-11-02 12:34:44,26.67,85.82,29.18,95.39
2020-11-02 12:35:19,26.15,85.64,29.47,92.5
2020-11-02 12:35:54,25.56,86.34,30.46,94.81
2020-11-02 12:36:30,26.26,84.49,27.41,91.59
2020-11-02 12:37:05,26.8,85.4,29.26,92.33
2020-11-02 12:37:40,26.04,84.75,27.32,95.55
2020-11-02 12:38:15,26.17,85.66,28.85,92.52
2020-11-02 12:38:50,24.82,84.49,28.17,91.56
2020-11-02 12:39:25,24.77,86.36,29.7,93.03
2020-11-02 12:40:00,25.29,84.49,28.62,91.56
2020-11-02 12:40:36,24.74,85.03,30.6,92.03
2020-11-02 12:41:11,26.31,84.61,28.04,95.48
2020-11-02 12:41:46,26.55,86.08,27.43,95.74
2020-11-02 12:42:21,26.65,85.89,30.1,94.08
2020-11-02 12:42:56,24.97,84.38,27.07,94.11
2020-11-02 12:43:31,24.71,85.8,28.76,92.61
2020-11-02 12:44:06,25.53,85.22,30.65,95.16
2020-11-02 12:44:41,26.92,84.84,27.13,95.48
2020-11-02 12:45:17,26.69,85.66,29.36,92.52
2020-11-02 12:45:52,25.96,84.73,27.97,91.82
2020-11-02 12:46:27,25.92,84.94,28.89,93.76
2020-11-02 12:47:02,26.33,86.17,28.62,95.62
2020-11-02 12:47:37,25.57,85.89,28.81,93.73
2020-11-02 12:48:12,24.75,85.03,30.07,94.27
2020-11-02 12:48:47,25.61,86.34,28.87,95.16
2020-11-02 12:49:23,26.78,85.33,27.67,95.58
2020-11-02 12:49:58,25.61,85.26,30.49,92.22
2020-11-02 12:50:33,25.25,84.68,27.58,91.77
2020-11-02 12:51:08,26.88,85.29,30.61,92.24
2020-11-02 12:51:43,25.17,84.73,27.45,91.82
2020-11-02 12:52:18,25.67,85.5,27.11,92.4
2020-11-02 12:52:53,24.85,86.64,29.85,93.31
2020-11-02 12:53:28,25.11,86.69,29.61,94.81
2020-11-02 12:54:04,24.81,84.61,28.75,91.68
2020-11-02 12:54:39,25.54,85.24,29.44,94.95
2020-11-02 12:55:14,26.17,85.73,27.53,95.62
2020-11-02 12:55:49,25.66,85.82,27.17,92.64
2020-11-02 12:56:24,26.19,84.52,29.98,93.85
2020-11-02 12:56:59,24.7,85.38,27.19,92.31
2020-11-02 12:57:34,24.99,86.78,29.55,94.85
2020-11-02 12:58:10,26.49,86.69,29.69,93.38
2020-11-02 12:58:45,26.62,86.41,27.16,93.1
2020-11-02 12:59:20,26.69,85.68,30,93.78
2020-11-02 12:59:55,26.61,84.63,28.74,94.39
2020-11-02 13:00:30,25.42,84.91,27.21,95.76
2020-11-02 13:01:05,26.01,84.96,30.59,95.55
2020-11-02 13:01:40,25.32,84.66,27.57,91.75
2020-11-02 13:02:15,24.94,86.83,27.13,95.13
2020-11-02 13:02:51,25.58,85.8,29.43,95.16
2020-11-02 13:03:26,26.24,86.2,28.9,92.92
2020-11-02 13:04:01,26.23,86.24,28.72,95.88
2020-11-02 13:04:36,26.05,84.8,27.1,91.89
2020-11-02 13:05:11,25.3,84.45,28.55,91.52
2020-11-02 13:05:46,26.57,86.55,29.61,93.24
2020-11-02 13:06:21,26.58,84.61,27.1,95.3
2020-11-02 13:06:57,26.2,86.1,28.83,92.85
2020-11-02 13:07:32,25.61,85.1,29.25,92.1
2020-11-02 13:08:07,25.5,85.24,30.63,92.19
2020-11-02 13:08:42,26.33,86.48,29.82,93.59
2020-11-02 13:09:17,25.5,86.55,27.23,95.83
2020-11-02 13:09:52,25.15,86.52,29.79,93.2
2020-11-02 13:10:27,24.76,86.59,27.66,95.48
2020-11-02 13:11:03,24.74,86.17,28.74,92.89
2020-11-02 13:11:38,25.27,84.45,28.52,91.52
2020-11-02 13:12:13,24.73,85.4,30.65,92.31
2020-11-02 13:12:48,25.05,84.4,27.26,91.52
2020-11-02 13:13:23,26.12,85.64,28.1,95.81
2020-11-02 13:13:58,27.08,84.52,28.34,91.61
2020-11-02 13:14:33,25.27,84.38,28.91,91.49
2020-11-02 13:15:08,26.7,85.61,27.03,92.5
2020-11-02 13:15:44,25.48,85.01,27.16,92.03
2020-11-02 13:16:19,25.89,84.66,27.89,91.75
2020-11-02 13:16:54,25.61,84.8,30.8,95.39
2020-11-02 13:17:29,26.94,84.56,30.33,94.69
2020-11-02 13:18:04,24.75,84.68,28.76,94.76
2020-11-02 13:18:39,26.82,84.49,27.97,91.59
2020-11-02 13:19:14,25.46,84.49,28.77,91.56
2020-11-02 13:19:50,25.3,84.68,27.63,91.77
2020-11-02 13:20:25,24.93,84.42,29.7,94.11
2020-11-02 13:21:00,25.45,84.56,30.52,94.99
2020-11-02 13:21:35,25.5,86.62,29.5,95.09
2020-11-02 13:22:10,26.69,84.75,29.72,94.04
2020-11-02 13:22:45,25.85,84.56,27.36,91.66
2020-11-02 13:23:20,25.5,84.66,27.05,95.53
2020-11-02 13:23:55,25.67,85.64,29.32,92.5
2020-11-02 13:24:31,25.83,84.61,27.61,91.7
2020-11-02 13:25:06,25.96,84.54,29.36,94.95
2020-11-02 13:25:41,25.42,84.56,27.21,91.66
2020-11-02 13:26:16,24.77,85.43,30.36,94.97
2020-11-02 13:26:51,26.63,84.75,27.29,95.55
2020-11-02 13:27:26,24.76,86.62,29.74,93.29
2020-11-02 13:28:01,26.12,84.45,29.89,94.2
2020-11-02 13:28:37,25.13,84.54,28.7,91.61
2020-11-02 13:29:12,24.69,86.1,30.41,92.82
2020-11-02 13:29:47,25.53,85.01,29.79,93.59
2020-11-02 13:30:22,26.7,85.82,29.46,92.64
2020-11-02 13:30:57,25.6,86.31,30.49,95.04
2020-11-02 13:31:32,26.08,85.78,30.41,92.59
2020-11-02 13:32:07,25.59,85.05,30.65,92.05
2020-11-02 13:32:42,25.26,86.94,28.76,93.57
2020-11-02 13:33:18,26.19,85.92,28.75,92.71
2020-11-02 13:33:53,25.51,84.82,30.24,94.6
2020-11-02 13:34:28,25.37,86.85,27.06,93.52
2020-11-02 13:35:03,24.74,85.8,28.63,95.72
2020-11-02 13:35:38,24.82,86.57,29.69,93.24
2020-11-02 13:36:13,24.66,86.22,27.33,95.69
2020-11-02 13:36:48,26.05,85.4,28.78,92.33
2020-11-02 13:37:24,26.59,84.75,28.85,94.15
2020-11-02 13:37:59,24.73,84.77,30.69,95.37
2020-11-02 13:38:34,24.91,86.45,28.42,95.83
2020-11-02 13:39:09,24.96,84.63,27.13,91.73
2020-11-02 13:39:44,26.04,85.45,30.38,92.36
2020-11-02 13:40:19,26.28,86.13,27.13,92.87
2020-11-02 13:40:54,24.71,84.89,30.56,95.48
2020-11-02 13:41:30,26.33,86.15,30.38,92.87
2020-11-02 13:42:05,24.61,86.01,30.38,92.75
2020-11-02 13:42:40,26.67,84.7,29.91,94.08
2020-11-02 13:43:15,26.18,84.8,29.81,93.85
2020-11-02 13:43:50,25.34,84.56,28.9,94.36
2020-11-02 13:44:25,24.85,84.96,28.88,91.98
2020-11-02 13:45:00,25.98,84.98,29.3,92.01
2020-11-02 13:45:35,25.17,84.61,27.21,91.7
2020-11-02 13:46:11,26.64,85.94,28.74,92.73
2020-11-02 13:46:46,24.77,86.31,30.33,92.99
2020-11-02 13:47:21,24.7,85.87,29.89,94.01
2020-11-02 13:47:56,26.92,84.75,28.7,91.84
2020-11-02 13:48:31,24.86,84.47,27.18,95.53
2020-11-02 13:49:06,25.62,85.99,27.66,95.67
2020-11-02 13:49:41,26.71,84.66,28.71,91.75
2020-11-02 13:50:17,24.6,85.82,28.68,95.79
2020-11-02 13:50:52,26.1,85.19,30.12,93.66
2020-11-02 13:51:27,25.87,84.52,27.6,95.72
2020-11-02 13:52:02,25.4,86.69,27.24,95.79
2020-11-02 13:52:37,24.61,85.26,29.67,94.62
2020-11-02 13:53:12,24.66,85.85,29.58,92.64
2020-11-02 13:53:47,26.88,84.7,29.22,91.8
2020-11-02 13:54:22,26.23,86.34,28.76,94.25
2020-11-02 13:54:58,26.56,86.01,29.43,92.78
2020-11-02 13:55:33,25.94,84.63,28.82,95.13
2020-11-02 13:56:08,25.8,84.54,27.19,91.63
2020-11-02 13:56:43,25.02,86.45,29.57,93.13
2020-11-02 13:57:18,24.7,84.91,30.48,94.71
2020-11-02 13:57:53,25.18,86.57,30.12,93.24
2020-11-02 13:58:28,25.04,86.66,30.03,93.34
2020-11-02 13:59:04,26.01,84.77,27.15,94.29
2020-11-02 13:59:39,25.04,84.63,30.65,95.13
2020-11-02 14:00:14,24.7,85.68,30.3,92.52
2020-11-02 14:00:49,25.49,84.82,28.29,95.74
2020-11-02 14:01:24,26.74,85.66,27.89,95.51
2020-11-02 14:01:59,26.6,85.85,27.15,92.66
2020-11-02 14:02:34,26.72,85.73,30.71,95.11
2020-11-02 14:03:09,24.7,86.48,27.07,93.15
2020-11-02 14:03:45,26.15,84.73,28.15,91.82
2020-11-02 14:04:20,24.94,84.52,28.38,91.59
2020-11-02 14:04:55,26.97,84.63,27.16,94.18
2020-11-02 14:05:30,24.69,86.15,28.61,95.53
2020-11-02 14:06:05,25.13,84.45,28.38,91.52
2020-11-02 14:06:40,26.3,84.68,28.4,91.77
2020-11-02 14:07:15,24.61,85.59,30.34,92.45
2020-11-02 14:07:51,27.04,84.52,28.3,91.61
2020-11-02 14:08:26,24.8,86.43,30.4,94.76
2020-11-02 14:09:01,24.59,85.57,30.59,92.43
2020-11-02 14:09:36,24.69,85.64,27.18,93.9
2020-11-02 14:10:11,26.72,85.31,29.24,92.26
2020-11-02 14:10:46,25.45,86.76,27.05,95.79
2020-11-02 14:11:21,26.07,85.36,28.34,95.72
2020-11-02 14:11:57,25.61,85.47,30.03,94.25
2020-11-02 14:12:32,25.05,84.49,28.38,91.56
2020-11-02 14:13:07,25.37,86.43,29.69,93.1
2020-11-02 14:13:42,25.6,86.15,27.06,95.67
2020-11-02 14:14:17,24.75,85.36,29.3,92.29
2020-11-02 14:14:52,24.72,85.19,28.78,92.17
2020-11-02 14:15:27,25.46,86.45,28.79,93.73
2020-11-02 14:16:02,25.97,84.91,30.64,91.94
2020-11-02 14:16:38,25.68,86.01,28.89,94.13
2020-11-02 14:17:13,26.86,84.59,30.65,95.04
2020-11-02 14:17:48,26.04,85.36,30.52,92.29
2020-11-02 14:18:23,26.31,86.27,30.19,92.96
2020-11-02 14:18:58,24.86,84.68,28.88,93.8
2020-11-02 14:19:33,24.95,86.83,30.1,93.48
2020-11-02 14:20:08,26.71,84.73,27.16,95.18
2020-11-02 14:20:44,25.47,86.31,30.34,94.29
2020-11-02 14:21:19,25.46,85.01,27.14,92.03
2020-11-02 14:21:54,24.59,85.66,30.47,92.5
2020-11-02 14:22:29,26.26,86.31,28.87,93.01
2020-11-02 14:23:04,25.58,85.8,28.84,92.61
2020-11-02 14:23:39,25.89,84.52,27.15,91.61
2020-11-02 14:24:14,26.67,85.96,30.52,92.73
2020-11-02 14:24:49,26.1,85.26,28.87,95.9
2020-11-02 14:25:25,25.59,85.94,30.36,92.71
2020-11-02 14:26:00,26.79,85.19,30.5,92.17
2020-11-02 14:26:35,25.96,84.89,30.6,95.06
2020-11-02 14:27:10,25.83,84.52,29.18,95.23
2020-11-02 14:27:45,24.88,86.43,30.56,95.41
2020-11-02 14:28:20,25.82,84.63,27.2,94.9
2020-11-02 14:28:55,25.4,86.69,27.14,93.38
2020-11-02 14:29:31,26.79,85.66,29.45,92.52
2020-11-02 14:30:06,24.66,85.71,27.13,94.88
2020-11-02 14:30:41,24.74,85.36,27.08,93.99
2020-11-02 14:31:16,25.47,86.59,27.9,95.48
2020-11-02 14:31:51,26.15,85.36,30.61,92.29
2020-11-02 14:32:26,26.61,84.8,27.81,95.72
2020-11-02 14:33:01,26.55,84.68,27.19,93.62
2020-11-02 14:33:36,26.05,85.24,27.31,95.79
2020-11-02 14:34:12,26.61,85.85,27.16,92.66
2020-11-02 14:34:47,26.42,86.66,27.58,95.86
2020-11-02 14:35:22,26.41,84.7,30.25,94.27
2020-11-02 14:35:57,26.67,86.17,29.34,95.02
2020-11-02 14:36:32,25.22,84.49,28.55,91.56
2020-11-02 14:37:07,26.07,85.47,29.33,92.38
2020-11-02 14:37:42,24.75,86.17,28.76,93.83
2020-11-02 14:38:18,26.65,85.85,29.95,93.64
2020-11-02 14:38:53,24.71,86.03,28.62,95.81
2020-11-02 14:39:28,26.59,85.82,29.35,92.64
2020-11-02 14:40:03,25.22,84.73,27.49,91.82
2020-11-02 14:40:38,26.12,85.89,29.39,92.68
2020-11-02 14:41:13,26.22,85.75,29.22,95.6
2020-11-02 14:41:48,26.16,85.73,30.43,94.62
2020-11-02 14:42:24,25.99,84.54,30.47,95.09
2020-11-02 14:42:59,26.47,86.71,28.86,93.41
2020-11-02 14:43:34,26.82,84.54,28.21,91.63
2020-11-02 14:44:09,25.02,86.78,29.19,95.13
2020-11-02 14:44:44,26.56,86.31,29.67,93.01
2020-11-02 14:45:19,26.12,85.66,28.8,92.52
2020-11-02 14:45:54,25.03,86.94,27.03,93.57
2020-11-02 14:46:29,24.65,85.12,30.76,92.1
2020-11-02 14:47:05,26.95,84.94,27.13,91.98
2020-11-02 14:47:40,24.57,85.59,28.77,93.85
2020-11-02 14:48:15,26.37,86.78,30.1,93.45
2020-11-02 14:48:50,24.7,85.89,27.14,92.68
2020-11-02 14:49:25,27.03,84.52,27.66,95.83
2020-11-02 14:50:00,26.66,84.66,28.39,95.58
2020-11-02 14:50:35,24.67,85.71,29.99,93.94
2020-11-02 14:51:11,25.33,84.66,27.58,91.75
2020-11-02 14:51:46,25.54,85.71,29.41,92.54
2020-11-02 14:52:21,24.75,85.31,27.04,92.26
2020-11-02 14:52:56,26.08,85.08,27.02,95.2
2020-11-02 14:53:31,24.83,86.52,28.84,93.2
2020-11-02 14:54:06,24.6,85.29,28.83,94.43
2020-11-02 14:54:41,24.85,84.61,29.51,94.9
2020-11-02 14:55:16,26.19,86.22,27.3,95.72
2020-11-02 14:55:52,26.83,85.38,30.46,92.31
2020-11-02 14:56:27,26.01,84.84,27.5,91.91
2020-11-02 14:57:02,25.19,86.64,30.2,93.31
2020-11-02 14:57:37,24.81,85.05,29.35,92.05
2020-11-02 14:58:12,25.64,85.1,29.28,92.1
2020-11-02 14:58:47,26.85,85.33,28.79,95.11
2020-11-02 14:59:22,26.57,84.54,27.96,91.63
2020-11-02 14:59:58,26.84,85.26,27.12,92.24
2020-11-02 15:00:33,25.09,84.35,27.06,94.9
2020-11-02 15:01:08,25.46,86.36,30.21,93.03
2020-11-02 15:01:43,24.85,86.43,28.85,93.1
2020-11-02 15:02:18,25.39,86.57,29.95,93.83
2020-11-02 15:02:53,26.37,84.59,27.99,91.68
2020-11-02 15:03:28,25.32,84.61,27.36,91.7
2020-11-02 15:04:03,26.04,85.1,30.5,92.1
2020-11-02 15:04:39,27,84.45,27.11,95.04
2020-11-02 15:05:14,24.8,86.24,28.83,95.32
2020-11-02 15:05:49,24.78,86.08,28.8,92.82
2020-11-02 15:06:24,26.2,86.15,30.69,95.48
2020-11-02 15:06:59,26.36,84.47,27.43,91.56
2020-11-02 15:07:34,24.97,86.83,30.12,93.48
2020-11-02 15:08:09,25.54,86.03,29.44,94.99
2020-11-02 15:08:45,25.49,86.52,30.26,93.2
2020-11-02 15:09:20,26.88,85.15,27.2,94.18
2020-11-02 15:09:55,24.64,85.47,27.14,94.11
2020-11-02 15:10:30,26.6,86.01,29.94,93.62
2020-11-02 15:11:05,27.06,84.61,30.09,93.69
2020-11-02 15:11:40,25.57,84.77,27.28,91.87
2020-11-02 15:12:15,26.42,84.8,27.47,91.89
2020-11-02 15:12:51,25.53,86.62,30.03,93.87
2020-11-02 15:13:26,25.13,84.4,27.34,91.52
2020-11-02 15:14:01,25.5,84.91,29.73,94.32
2020-11-02 15:14:36,26.96,84.59,27.39,95.48
2020-11-02 15:15:11,24.68,85.26,29.28,92.22
2020-11-02 15:15:46,26.16,85.5,28.83,92.4
2020-11-02 15:16:21,25.69,85.73,28.87,95.62
2020-11-02 15:16:56,26.29,84.49,29.57,94.6
2020-11-02 15:17:32,24.74,86.43,28.12,95.55
2020-11-02 15:18:07,26.09,84.73,27.55,95.74
2020-11-02 15:18:42,24.83,86.45,28.79,94.34
2020-11-02 15:19:17,26.07,84.52,27.24,95.69
2020-11-02 15:19:52,26.81,85.47,30.42,92.38
2020-11-02 15:20:27,24.7,85.8,28.75,92.61
2020-11-02 15:21:02,26.52,84.47,27.59,91.56
2020-11-02 15:21:38,26.08,84.54,27.47,91.63
2020-11-02 15:22:13,25.66,85.19,27.05,95.39
2020-11-02 15:22:48,25.56,85.36,29.38,92.29
2020-11-02 15:23:23,26.79,85.08,30.8,92.08
2020-11-02 15:23:58,26.3,86.43,30.16,93.1
2020-11-02 15:24:33,26.19,84.52,30.23,94.62
2020-11-02 15:25:08,25.78,84.49,28.82,91.56
2020-11-02 15:25:43,26.15,84.7,28.23,91.8
2020-11-02 15:26:19,26.77,84.7,28.85,91.8
2020-11-02 15:26:54,25.99,85.1,29.4,92.1
2020-11-02 15:27:29,26.16,85.96,30.29,92.73
2020-11-02 15:28:04,26.48,84.52,27.74,91.61
2020-11-02 15:28:39,25.67,86.03,30.47,92.78
2020-11-02 15:29:14,25.23,84.49,28.56,91.56
2020-11-02 15:29:49,25.24,84.31,27.64,91.49
2020-11-02 15:30:25,25.61,85.92,27.06,92.71
2020-11-02 15:31:00,25.04,86.83,28.89,94.88
2020-11-02 15:31:35,26.89,85.19,29.23,95.46
2020-11-02 15:32:10,26.35,86.2,30.33,94.57
2020-11-02 15:32:45,25.2,86.66,30.19,93.34
2020-11-02 15:33:20,25.29,84.63,28.83,95.67
2020-11-02 15:33:55,25.1,86.8,28.77,93.48
2020-11-02 15:34:30,26.15,84.52,27.41,91.61
2020-11-02 15:35:06,25.2,84.33,27.96,91.49
2020-11-02 15:35:41,26.73,84.59,28.35,91.68
2020-11-02 15:36:16,25.69,85.71,29.55,92.54
2020-11-02 15:36:51,24.72,86.22,29.14,95.34
2020-11-02 15:37:26,25.64,86.08,30.02,94.04
2020-11-02 15:38:01,26.09,85.47,29.35,92.38
2020-11-02 15:38:36,25.25,84.66,29.79,94.34
2020-11-02 15:39:12,25.55,84.66,30.25,94.22
2020-11-02 15:39:47,25.69,85.24,30.52,95.13
2020-11-02 15:40:22,25.57,85.61,27.02,93.62
2020-11-02 15:40:57,24.95,84.82,28.12,95.58
2020-11-02 15:41:32,24.92,84.7,27.31,91.8
2020-11-02 15:42:07,26.23,84.66,28.23,91.75
2020-11-02 15:42:42,26.27,86.52,30.14,94.48
2020-11-02 15:43:18,24.68,85.94,29.57,92.71
2020-11-02 15:43:53,24.76,85.33,30.52,92.26
2020-11-02 15:44:28,25.99,84.98,29.87,93.59
2020-11-02 15:45:03,24.91,86.57,28.78,95.76
2020-11-02 15:45:38,26.84,85.22,29.34,92.19
2020-11-02 15:46:13,26.19,85.59,27.51,95.79
2020-11-02 15:46:48,24.77,86.27,28.83,92.96
2020-11-02 15:47:23,25.19,86.97,29.85,93.57
2020-11-02 15:47:59,26.59,86.06,30.47,92.8
2020-11-02 15:48:34,24.62,85.19,29.62,94.74
2020-11-02 15:49:09,26.25,86.34,27.19,93.03
2020-11-02 15:49:44,25.56,86.08,30.67,95.69
2020-11-02 15:50:19,24.75,85.71,30.67,95.2
2020-11-02 15:50:54,26.12,84.56,29.34,95.44
2020-11-02 15:51:29,25.14,86.62,30.07,94.04
2020-11-02 15:52:05,25.39,84.52,28.83,91.59
2020-11-02 15:52:40,26.03,85.45,30.37,92.36
2020-11-02 15:53:15,24.68,85.92,29.37,95.04
2020-11-02 15:53:50,26.38,86.66,28.88,95.88
2020-11-02 15:54:25,25.55,84.87,29.25,95.37
2020-11-02 15:55:00,24.88,86.62,29.85,93.29
2020-11-02 15:55:35,25.4,86.71,29.27,95.44
2020-11-02 15:56:10,26.06,84.63,27.97,91.73
2020-11-02 15:56:46,25.82,84.7,27.95,91.8
2020-11-02 15:57:21,25.48,86.41,27.12,95.39
2020-11-02 15:57:56,25.98,85.33,27.04,92.29
2020-11-02 15:58:31,26.75,85.54,28.14,95.81
2020-11-02 15:59:06,24.76,84.66,28.51,95.88
2020-11-02 15:59:41,25.98,84.49,27.13,91.59
2020-11-02 16:00:16,26.63,84.47,27.7,91.56
2020-11-02 16:00:52,26.74,84.8,30.47,94.97
2020-11-02 16:01:27,24.99,86.85,28.9,93.85
2020-11-02 16:02:02,25.48,86.55,27.04,93.24
2020-11-02 16:02:37,26.41,84.77,28.37,95.9
2020-11-02 16:03:12,25.52,84.87,28.12,91.91
2020-11-02 16:03:47,25.84,84.59,29.9,93.59
2020-11-02 16:04:22,26.78,85.26,27.07,92.24
2020-11-02 16:04:57,26.32,86.59,30.19,94.39
2020-11-02 16:05:33,25.4,86.5,28.75,95.11
2020-11-02 16:06:08,25.99,85.26,27.86,95.67
2020-11-02 16:06:43,26.86,84.66,28.86,91.75
2020-11-02 16:07:18,25.43,86.31,27.08,93.01
2020-11-02 16:07:53,24.74,85.64,28.81,92.5
2020-11-02 16:08:28,25.9,84.98,29.23,92.01
2020-11-02 16:09:03,25.39,86.8,27.05,94.15
2020-11-02 16:09:39,26.95,85.03,27.09,94.34
2020-11-02 16:10:14,26.31,84.68,27.1,94.29
2020-11-02 16:10:49,25.64,85.99,27.07,94.5
2020-11-02 16:11:24,25.49,84.8,29.23,91.87
2020-11-02 16:11:59,24.84,86.5,30.68,95.39
2020-11-02 16:12:34,24.68,86.03,29.66,92.78
2020-11-02 16:13:09,25.45,84.91,29.43,94.76
2020-11-02 16:13:45,24.7,86.48,29.38,94.74
2020-11-02 16:14:20,26,84.66,27.18,95.58
2020-11-02 16:14:55,24.87,84.91,28.83,91.94
2020-11-02 16:15:30,24.98,84.56,28.67,91.63
2020-11-02 16:16:05,25.59,85.78,29.62,92.59
2020-11-02 16:16:40,26.08,85.73,30.57,95.51
2020-11-02 16:17:15,25.85,84.84,27.18,93.99
2020-11-02 16:17:50,25.58,85.45,29.35,92.36
2020-11-02 16:18:26,25.57,85.05,30.63,92.05
2020-11-02 16:19:01,25.21,86.55,30.09,93.22
2020-11-02 16:19:36,26.61,84.56,28.12,91.66
2020-11-02 16:20:11,26.73,85.38,29.48,92.31
2020-11-02 16:20:46,26.25,84.47,27.32,91.56
2020-11-02 16:21:21,24.75,86.34,28.46,95.72
2020-11-02 16:21:56,26.78,84.68,30.14,93.62
2020-11-02 16:22:32,26.3,84.47,27.37,91.56
2020-11-02 16:23:07,26.94,84.45,27.98,91.54
2020-11-02 16:23:42,26.47,84.75,27.06,95.51
2020-11-02 16:24:17,24.97,86.66,29.96,93.34
2020-11-02 16:24:52,26.52,86.62,28.87,94.78
2020-11-02 16:25:27,25.67,85.59,27.12,94.9
2020-11-02 16:26:02,26.88,85.05,28.77,92.08
2020-11-02 16:26:37,26.33,86.73,29.7,94.67
2020-11-02 16:27:13,25.2,86.57,28.35,95.86
2020-11-02 16:27:48,26.67,84.59,30.65,95.39
2020-11-02 16:28:23,26.14,85.57,27.14,94.5
2020-11-02 16:28:58,25.71,85.73,28.89,92.57
2020-11-02 16:29:33,26.2,85.71,30.54,95.44
2020-11-02 16:30:08,26.85,85.05,28.78,95.9
2020-11-02 16:30:43,26.03,85.4,28.76,92.33
2020-11-02 16:31:19,24.71,85.75,28.74,95.41
2020-11-02 16:31:54,25.05,86.57,29.91,93.24
2020-11-02 16:32:29,26.36,84.73,30.1,93.69
2020-11-02 16:33:04,26.5,86.27,30.27,92.96
2020-11-02 16:33:39,25.19,86.97,27.63,95.53
2020-11-02 16:34:14,24.79,86.59,28.78,95.23
2020-11-02 16:34:49,26.02,84.63,27.93,91.73
2020-11-02 16:35:24,24.93,84.73,28.35,95.83
2020-11-02 16:36:00,25.97,84.63,29.38,95.23
2020-11-02 16:36:35,26.53,86.52,28.77,93.22
2020-11-02 16:37:10,25.56,85.19,28.25,95.83
